artist_names,title,count,document_ids
['Village People'],Macho Man,2,"66f88812fb9f17a601aa747a, 66f88812fb9f17a601aa747c"
['Lord Finesse'],Return Of The Funky Man,2,"66f8880efb9f17a601aa23d9, 66f8880efb9f17a601aa23da"
['Arckanum'],Antikosmos,2,"66f88804fb9f17a601a975a0, 66f88804fb9f17a601a975a3"
['Ry Cooder'],Get Rhythm,2,"66f88811fb9f17a601aa5a87, 66f88811fb9f17a601aa5a84"
['A Flock Of Seagulls'],A Flock Of Seagulls,2,"66f88800fb9f17a601a93c37, 66f88806fb9f17a601a9a6f2"
['Joe Yellow'],I'm Your Lover,2,"66f88812fb9f17a601aa6700, 66f88812fb9f17a601aa66fe"
['883'],Nord Sud Ovest Est,2,"66f88810fb9f17a601aa4e43, 66f88811fb9f17a601aa589e"
['David Guetta'],Just A Little More Love,2,"66f88813fb9f17a601aa7ff6, 66f88813fb9f17a601aa7ff4"
['Depeche Mode'],People Are People,2,"66f88803fb9f17a601a96ecc, 66f88805fb9f17a601a984a8"
['Prince Ital Joe Feat. Marky Mark'],Life In The Streets,2,"66f88814fb9f17a601aa94cc, 66f88814fb9f17a601aa94ce"
['Marc Bolan'],You Scare Me To Death,2,"66f88812fb9f17a601aa6d70, 66f88815fb9f17a601aaa219"
['IAMX'],The Alternative,2,"66f88808fb9f17a601a9beb2, 66f88808fb9f17a601a9bebb"
['Envoy'],Shoulder 2 Shoulder,2,"66f88801fb9f17a601a9450f, 66f8880efb9f17a601aa24d2"
['The Beatles'],A Hard Day's Night,2,"66f88805fb9f17a601a98449, 66f88807fb9f17a601a9aa94"
['Genesis'],Mama,2,"66f88809fb9f17a601a9d79c, 66f8880ffb9f17a601aa42ca"
['Will Young'],Friday's Child,2,"66f88814fb9f17a601aa909f, 66f88814fb9f17a601aa90a0"
['The Beatles'],Magical Mystery Tour,2,"66f8880bfb9f17a601a9f63b, 66f8880bfb9f17a601a9f64d"
['Sequential'],Sequential,2,"66f88808fb9f17a601a9c034, 66f88808fb9f17a601a9c02a"
['Vangelis'],Voices,2,"66f88802fb9f17a601a959c8, 66f88802fb9f17a601a959de"
['Chris Thompson'],Beat Of Love,2,"66f88802fb9f17a601a9566e, 66f88815fb9f17a601aaa6c1"
['666'],Paradoxx,2,"66f88812fb9f17a601aa693e, 66f88812fb9f17a601aa693c"
['The The'],Infected,2,"66f88804fb9f17a601a978a1, 66f88804fb9f17a601a978a4"
['Saturday Night Band'],"Come On Dance, Dance",2,"66f8880bfb9f17a601a9f389, 66f8880bfb9f17a601a9f397"
"['Cosmetic', 'Jamaaladeen Tacuma']",So Tranquilizin',2,"66f88809fb9f17a601a9d952, 66f88809fb9f17a601a9d911"
['Hazel (4)'],Jilted,2,"66f8880ffb9f17a601aa341f, 66f88813fb9f17a601aa7e89"
['Ferry Corsten'],Right Of Way,2,"66f8880cfb9f17a601a9fde7, 66f88813fb9f17a601aa836e"
['Freundeskreis'],Esperanto,2,"66f8880afb9f17a601a9e92c, 66f8880afb9f17a601a9ea67"
['AZ'],Doe Or Die,2,"66f88808fb9f17a601a9c879, 66f88808fb9f17a601a9c87d"
['Rob Dougan'],Furious Angels,2,"66f8880dfb9f17a601aa16ee, 66f8880dfb9f17a601aa16e2"
['Kris Kross'],Da Bomb,2,"66f88816fb9f17a601aaa9f5, 66f88816fb9f17a601aaa9f3"
['Suzi Quatro'],Rock Hard,2,"66f88811fb9f17a601aa6367, 66f88811fb9f17a601aa6350"
['Lonnie Gordon'],Bad Mood,2,"66f88816fb9f17a601aaac81, 66f88816fb9f17a601aaac80"
['Marianne Faithfull'],Broken English,2,"66f8880cfb9f17a601aa0060, 66f8880cfb9f17a601aa0059"
['Poe'],Hello,2,"66f8880ffb9f17a601aa32a0, 66f8880ffb9f17a601aa32a3"
['Various'],Equinox Chapter One,2,"66f88800fb9f17a601a93efd, 66f88800fb9f17a601a93eec"
['Jennifer Rush'],Jennifer Rush,2,"66f88810fb9f17a601aa4465, 66f88810fb9f17a601aa4471"
"[""Go-Go's""]",Vacation,2,"66f88811fb9f17a601aa5c2d, 66f88811fb9f17a601aa5c2e"
['The Buggles'],Adventures In Modern Recording,2,"66f88811fb9f17a601aa57d8, 66f88811fb9f17a601aa57e2"
['Dusty Springfield'],Reputation,2,"66f8880bfb9f17a601a9f95c, 66f8880ffb9f17a601aa4145"
['Jean-Michel Jarre'],Téo & Téa,2,"66f88810fb9f17a601aa4780, 66f88810fb9f17a601aa4784"
['Natalie Imbruglia'],Counting Down The Days,2,"66f88801fb9f17a601a94273, 66f88805fb9f17a601a98e6a"
['Olivia Newton-John'],Physical,2,"66f88815fb9f17a601aa99c4, 66f88816fb9f17a601aaad75"
['Daft Punk'],Human After All,2,"66f88805fb9f17a601a98f01, 66f88805fb9f17a601a98fde"
['Stina Nordenstam'],People Are Strange,2,"66f8880dfb9f17a601aa1622, 66f8880dfb9f17a601aa1666"
['Cerrone'],Love In C Minor,2,"66f88802fb9f17a601a955b5, 66f8880dfb9f17a601aa1f1c"
['Mekon'],Relax With Mekon,2,"66f88807fb9f17a601a9afe4, 66f88812fb9f17a601aa701a"
['Liberty X'],Thinking It Over,2,"66f88801fb9f17a601a9431f, 66f88813fb9f17a601aa7aee"
['Sylvia Striplin'],Give Me Your Love,2,"66f88807fb9f17a601a9b39e, 66f88807fb9f17a601a9b39f"
['Bruce Springsteen'],The River,2,"66f88805fb9f17a601a99063, 66f88805fb9f17a601a9921b"
['Mica Paris'],Black Angel,2,"66f88815fb9f17a601aaa18d, 66f88815fb9f17a601aaa191"
['a-ha'],Stay On These Roads,2,"66f88801fb9f17a601a953e8, 66f88802fb9f17a601a9555f"
['Die Prinzen'],Küssen Verboten,2,"66f88814fb9f17a601aa93cb, 66f88814fb9f17a601aa93cc"
['Donna Summer'],She Works Hard For The Money,2,"66f88812fb9f17a601aa6f58, 66f88812fb9f17a601aa6f5a"
['I:gor'],Untitled,2,"66f88816fb9f17a601aaaf60, 66f88816fb9f17a601aaaf89"
['Albert One'],Everybody,2,"66f8880cfb9f17a601aa0a7a, 66f8880cfb9f17a601aa0a80"
['The Pale Fountains'],... From Across The Kitchen Table,2,"66f88812fb9f17a601aa726c, 66f88812fb9f17a601aa7264"
['Mobb Deep'],Murda Muzik,2,"66f88809fb9f17a601a9d885, 66f88809fb9f17a601a9d8a3"
['Latin Quarter'],Modern Times,2,"66f8880ffb9f17a601aa3d8f, 66f8880ffb9f17a601aa3d85"
['Various'],House Party III (The Ultimate Megamix),2,"66f88807fb9f17a601a9b52e, 66f88810fb9f17a601aa4b98"
['Rebel MC'],Rebel Music,2,"66f88804fb9f17a601a97626, 66f88804fb9f17a601a9762b"
['Cameo'],Word Up!,2,"66f88800fb9f17a601a940a9, 66f88801fb9f17a601a94408"
['Ramirez'],Terapia,2,"66f88816fb9f17a601aaaf86, 66f88816fb9f17a601aaaf7e"
['Diana Ross'],Take Me Higher,2,"66f88815fb9f17a601aa9f1a, 66f88815fb9f17a601aa9f18"
['Brooklyn Bounce'],"Bass, Beats & Melody",2,"66f88807fb9f17a601a9b0be, 66f88807fb9f17a601a9b0c4"
"[""Gigi D'Agostino""]",L'Amour Toujours,2,"66f88811fb9f17a601aa55cb, 66f88811fb9f17a601aa560d"
['Kate Bush'],The Dreaming,2,"66f88805fb9f17a601a995af, 66f88805fb9f17a601a995c5"
['Paul Rutherford'],Oh World,2,"66f8880ffb9f17a601aa36af, 66f8880ffb9f17a601aa36ac"
['Imperio'],Return To Paradise,2,"66f8880afb9f17a601a9e1c6, 66f8880afb9f17a601a9e1d7"
['Gold (3)'],Calicoba,2,"66f88814fb9f17a601aa8cd4, 66f88814fb9f17a601aa8cd3"
['Ultravox'],Slow Motion,2,"66f88804fb9f17a601a97535, 66f88804fb9f17a601a975bd"
['Altered Images'],Pinky Blue,2,"66f88811fb9f17a601aa5bd6, 66f88811fb9f17a601aa5bd7"
['Filippo Moscatello'],Disco Volante,2,"66f88809fb9f17a601a9d61b, 66f8880dfb9f17a601aa1a3c"
['Grain'],Untitled,2,"66f88800fb9f17a601a93fdb, 66f88800fb9f17a601a93fe3"
['Carol Douglas'],Midnight Love Affair,2,"66f88811fb9f17a601aa5b95, 66f88811fb9f17a601aa5b8a"
['Def Leppard'],Hysteria,2,"66f88806fb9f17a601a99eef, 66f88806fb9f17a601a99f83"
['Zazie'],Rodéo,2,"66f8880ffb9f17a601aa3ee5, 66f8880ffb9f17a601aa3f1c"
['Kurtis Blow'],America,2,"66f88812fb9f17a601aa6a7f, 66f88812fb9f17a601aa6a7e"
['4 Strings'],Turn It Around,2,"66f88812fb9f17a601aa693b, 66f88812fb9f17a601aa693d"
['Bonnie Tyler'],The Best,2,"66f88814fb9f17a601aa93a7, 66f88814fb9f17a601aa93b4"
['Monie Love'],Down To Earth,2,"66f88810fb9f17a601aa4918, 66f88810fb9f17a601aa4919"
['Dinosaur Jr.'],Little Fury Things,2,"66f88800fb9f17a601a93eb5, 66f88800fb9f17a601a93e9e"
['Sugababes'],Change,2,"66f8880afb9f17a601a9eb00, 66f8880afb9f17a601a9eb05"
['Corona'],The Rhythm Of The Night,2,"66f88814fb9f17a601aa96f1, 66f88814fb9f17a601aa96fb"
['La Bionda'],I Wanna Be Your Lover,2,"66f8880efb9f17a601aa2c23, 66f8880efb9f17a601aa2c2c"
['Eric B. & Rakim'],Don't Sweat The Technique,2,"66f88802fb9f17a601a95c59, 66f88802fb9f17a601a95c49"
['Déjà'],Made To Be Together,2,"66f88816fb9f17a601aaae19, 66f88816fb9f17a601aaae18"
['Bad Religion'],Stranger Than Fiction,2,"66f8880cfb9f17a601aa0558, 66f8880cfb9f17a601aa0541"
['Lacrimosa'],Lichtjahre,2,"66f88807fb9f17a601a9af8b, 66f8880dfb9f17a601aa1235"
['Prezioso Feat. Marvin'],We Rule The Danza,2,"66f88801fb9f17a601a953ae, 66f88801fb9f17a601a953b4"
['Duran Duran'],Duran Duran,2,"66f88810fb9f17a601aa528d, 66f88810fb9f17a601aa52d3"
['Queen Samantha'],The Letter,2,"66f88806fb9f17a601a9a549, 66f88811fb9f17a601aa553a"
['Leonard Cohen'],I'm Your Man,2,"66f88800fb9f17a601a93800, 66f88811fb9f17a601aa5e23"
['The Clash'],London Calling,2,"66f88803fb9f17a601a97308, 66f88803fb9f17a601a972d8"
['Jimmy Ross'],First True Love Affair,2,"66f88810fb9f17a601aa44a2, 66f88810fb9f17a601aa5060"
['Candy Dulfer'],Sax-A-Go-Go,2,"66f88812fb9f17a601aa68ce, 66f88812fb9f17a601aa68bc"
['Inner Circle'],Something So Good,2,"66f8880ffb9f17a601aa42e8, 66f88815fb9f17a601aaa726"
['Black Sabbath'],Paranoid,2,"66f887fffb9f17a601a92aee, 66f887fffb9f17a601a92d3a"
['Kristine W'],Stronger,2,"66f8880ffb9f17a601aa3a86, 66f8880ffb9f17a601aa3a8f"
['Divine'],You Think You're A Man,2,"66f88811fb9f17a601aa5676, 66f88814fb9f17a601aa8d39"
['Mike Oldfield'],Earth Moving,2,"66f88802fb9f17a601a956d2, 66f88809fb9f17a601a9d059"
['Blow'],Cutter,2,"66f88816fb9f17a601aab0a1, 66f88816fb9f17a601aab09f"
['Heaven 17'],Penthouse And Pavement,2,"66f8880dfb9f17a601aa15d4, 66f8880dfb9f17a601aa15e7"
['Ini Kamoze'],Here Comes The Hotstepper,2,"66f88811fb9f17a601aa5db0, 66f88816fb9f17a601aaadbf"
['Various'],Best Of New Beat,2,"66f88805fb9f17a601a9903e, 66f8880efb9f17a601aa29bf"
['Altered Images'],Happy Birthday,2,"66f88811fb9f17a601aa5bd5, 66f88811fb9f17a601aa5bce"
['Amnesia'],From Here To Eternity,2,"66f88813fb9f17a601aa81d5, 66f88813fb9f17a601aa81d4"
['Mark Broom'],Angie Is A Shoplifter,2,"66f88800fb9f17a601a93ffc, 66f88808fb9f17a601a9be06"
['Urban Cookie Collective'],High On A Happy Vibe,2,"66f88814fb9f17a601aa8d66, 66f88814fb9f17a601aa8d63"
['Various'],Acid House,2,"66f88801fb9f17a601a94639, 66f88814fb9f17a601aa8b28"
['Various'],DNA Special - Most Wanted,2,"66f88800fb9f17a601a9375d, 66f88800fb9f17a601a93765"
['Manic Street Preachers'],Everything Must Go,2,"66f88816fb9f17a601aaa9e7, 66f88816fb9f17a601aaa9e5"
['London Boys'],Sweet Soul Music,2,"66f88805fb9f17a601a99413, 66f88805fb9f17a601a9940c"
['Gerard Joling'],Love Is In Your Eyes,2,"66f88815fb9f17a601aaa1bd, 66f88815fb9f17a601aaa1bb"
['Trans-X'],Living On Video,2,"66f88801fb9f17a601a9514d, 66f8880afb9f17a601a9e19f"
['Rob Base & DJ E-Z Rock'],Break Of Dawn,2,"66f8880efb9f17a601aa2b8c, 66f8880efb9f17a601aa2b9b"
['Reel 2 Real'],Are You Ready For Some More?,2,"66f88810fb9f17a601aa4754, 66f88810fb9f17a601aa4755"
['Various'],Punk And Disorderly,2,"66f8880bfb9f17a601a9f43b, 66f88811fb9f17a601aa55af"
['New Order'],Waiting For The Sirens' Call,2,"66f88808fb9f17a601a9c51c, 66f88808fb9f17a601a9c50b"
['Green Velvet'],Velvet Tracks,2,"66f887fffb9f17a601a93141, 66f887fffb9f17a601a9315b"
['Seal'],Seal,2,"66f8880cfb9f17a601aa0fd2, 66f8880cfb9f17a601aa0fc1"
['Candy Dulfer'],Saxuality,2,"66f88812fb9f17a601aa68ca, 66f88812fb9f17a601aa68d3"
"['Steve Stoll', 'The Blunted Boy Wonder']",Innuendo,2,"66f88810fb9f17a601aa4894, 66f88811fb9f17a601aa55c8"
['Blue (5)'],Guilty,2,"66f88813fb9f17a601aa8449, 66f88813fb9f17a601aa8445"
['Future Loop Foundation'],Conditions For Living,2,"66f88805fb9f17a601a98b31, 66f88805fb9f17a601a98b27"
"[""Cruisin' Gang""]",America,2,"66f88815fb9f17a601aa9e7f, 66f88815fb9f17a601aa9e81"
['LL Cool J'],Mama Said Knock You Out,2,"66f88811fb9f17a601aa5518, 66f88811fb9f17a601aa551c"
['Jon Bon Jovi'],Blaze Of Glory,2,"66f8880efb9f17a601aa2d3a, 66f8880efb9f17a601aa2d3d"
['Miquel Brown'],Close To Perfection,2,"66f88807fb9f17a601a9b459, 66f88807fb9f17a601a9b463"
['Lightning Seeds'],Sense,2,"66f8880ffb9f17a601aa3619, 66f8880ffb9f17a601aa361c"
['Blank & Jones'],DJ Culture,2,"66f88800fb9f17a601a932be, 66f88800fb9f17a601a932e4"
['Soulwax'],Any Minute Now,2,"66f8880cfb9f17a601aa08b4, 66f8880cfb9f17a601aa08bd"
['Herbert Grönemeyer'],Chaos,2,"66f88814fb9f17a601aa8679, 66f88814fb9f17a601aa869a"
['The Danse Society'],Heaven Is Waiting,2,"66f88802fb9f17a601a95a7f, 66f88802fb9f17a601a95a93"
['Crash Test Dummies'],God Shuffled His Feet,2,"66f88811fb9f17a601aa5b74, 66f88811fb9f17a601aa5b71"
"['Queen', 'David Bowie']",Under Pressure,2,"66f88802fb9f17a601a95c5f, 66f8880efb9f17a601aa2412"
['The Communards'],You Are My World,2,"66f8880afb9f17a601a9e466, 66f88811fb9f17a601aa5c0d"
['Titiyo'],Come Along,2,"66f8880cfb9f17a601aa0571, 66f88814fb9f17a601aa979a"
['Europe (2)'],Prisoners In Paradise,2,"66f8880dfb9f17a601aa118d, 66f8880dfb9f17a601aa1193"
['Disturbed'],Indestructible,2,"66f88811fb9f17a601aa6459, 66f88811fb9f17a601aa645a"
['Black Box Recorder'],The Facts Of Life,2,"66f88803fb9f17a601a96a23, 66f88803fb9f17a601a96a1d"
['David Gilmour'],On An Island,2,"66f8880bfb9f17a601a9f282, 66f8880bfb9f17a601a9f288"
['Men Without Hats'],Pop Goes The World,2,"66f8880cfb9f17a601aa0b92, 66f8880cfb9f17a601aa0b9d"
['Pat Benatar'],True Love,2,"66f88813fb9f17a601aa7848, 66f88813fb9f17a601aa7857"
['Celi Bee'],Blow My Mind,2,"66f88814fb9f17a601aa8a2e, 66f88814fb9f17a601aa8a2c"
['D-Train'],Music,2,"66f88807fb9f17a601a9b4bd, 66f88807fb9f17a601a9b4c8"
['Jimmy Eat World'],Bleed American,2,"66f88813fb9f17a601aa78c2, 66f88813fb9f17a601aa78c9"
['Jean-Luc Ponty'],Open Mind,2,"66f88805fb9f17a601a98955, 66f88805fb9f17a601a98962"
['Don Henley'],The End Of The Innocence,2,"66f88808fb9f17a601a9c6f8, 66f88811fb9f17a601aa5c4a"
['B.G. The Prince Of Rap'],The Power Of Rhythm,2,"66f8880afb9f17a601a9de4b, 66f8880afb9f17a601a9de44"
['Bonnie Tyler'],Bitterblue,2,"66f88814fb9f17a601aa93ad, 66f88814fb9f17a601aa93af"
['Madonna'],American Life,2,"66f88807fb9f17a601a9a9f6, 66f88807fb9f17a601a9a9df"
['Visage'],Beat Boy,2,"66f88810fb9f17a601aa4a5e, 66f88810fb9f17a601aa4a60"
"[""Linda William'""]",Traces,2,"66f88812fb9f17a601aa73f3, 66f88812fb9f17a601aa73f2"
['Junkie XL'],Saturday Teenage Kick,2,"66f8880bfb9f17a601a9f1a0, 66f88816fb9f17a601aaad1e"
['Sister Rasheda'],Hail H.I.M.,2,"66f88811fb9f17a601aa6627, 66f88811fb9f17a601aa663c"
['Status Quo'],In The Army Now,2,"66f88812fb9f17a601aa74dd, 66f88813fb9f17a601aa7cf3"
['Keith Murray'],The Most Beautifullest Thing In This World,2,"66f88815fb9f17a601aaa49c, 66f88815fb9f17a601aaa49e"
['Change'],Change Of Heart,2,"66f88803fb9f17a601a965ea, 66f88811fb9f17a601aa6008"
['Laura Branigan'],Self Control,2,"66f88816fb9f17a601aaa938, 66f88816fb9f17a601aaa940"
['Jan Akkerman'],Oil In The Family,2,"66f8880bfb9f17a601a9f709, 66f8880bfb9f17a601a9f70b"
['The Beatles'],Let It Be,2,"66f88805fb9f17a601a98513, 66f8880bfb9f17a601a9f692"
['Atomic Kitten'],Right Now,2,"66f88808fb9f17a601a9c4d4, 66f88808fb9f17a601a9c4ba"
['Gene'],Olympian,2,"66f8880dfb9f17a601aa17f2, 66f8880efb9f17a601aa2d72"
['Average White Band'],Cut The Cake,2,"66f88802fb9f17a601a95ef6, 66f88815fb9f17a601aaa8bd"
['Lonnie Gordon'],If I Have To Stand Alone,2,"66f88816fb9f17a601aaac7c, 66f88816fb9f17a601aaac73"
['The Kills'],No Wow,2,"66f8880dfb9f17a601aa1dd5, 66f8880dfb9f17a601aa1dc2"
['Manu Chao'],Clandestino,2,"66f88813fb9f17a601aa84d2, 66f88813fb9f17a601aa84d4"
['DJ Dean'],Protect Your Ears,2,"66f88805fb9f17a601a98b4d, 66f88805fb9f17a601a98b46"
['TKA'],Scars Of Love,2,"66f8880dfb9f17a601aa1f37, 66f8880ffb9f17a601aa331e"
['System Of A Down'],Toxicity,2,"66f88807fb9f17a601a9b030, 66f88807fb9f17a601a9b035"
['Madonna'],Like A Virgin,2,"66f88803fb9f17a601a96daf, 66f88807fb9f17a601a9ac76"
['The Lemonheads'],It's A Shame About Ray,2,"66f88802fb9f17a601a95ef4, 66f88806fb9f17a601a9a480"
['Donna Summer'],All Systems Go,2,"66f88805fb9f17a601a98d64, 66f88805fb9f17a601a98d4f"
['Cher'],Believe,2,"66f8880efb9f17a601aa2e05, 66f8880efb9f17a601aa2e0d"
['Brother Beyond'],Trust,2,"66f88815fb9f17a601aa9ab3, 66f88815fb9f17a601aa9ab6"
['Various'],High Life,2,"66f88810fb9f17a601aa4f47, 66f88811fb9f17a601aa54cc"
['Nina Hagen Band'],Nina Hagen Band,2,"66f8880cfb9f17a601a9fe28, 66f8880cfb9f17a601a9fe32"
['Robin Gibb'],How Old Are You?,2,"66f88802fb9f17a601a95c1d, 66f88802fb9f17a601a95c87"
['Amy Winehouse'],Back To Black,2,"66f8880afb9f17a601a9ea5b, 66f8880afb9f17a601a9eaa6"
['Herbert Grönemeyer'],Luxus,2,"66f88814fb9f17a601aa866b, 66f88814fb9f17a601aa8668"
['Simple Minds'],Real Life,2,"66f8880cfb9f17a601aa070a, 66f8880cfb9f17a601aa0703"
['Run-DMC'],King Of Rock,2,"66f8880dfb9f17a601aa17c5, 66f8880efb9f17a601aa2442"
['Sin With Sebastian'],Golden Boy,2,"66f88814fb9f17a601aa94f2, 66f88814fb9f17a601aa94f0"
['Petula Clark'],Downtown,2,"66f88810fb9f17a601aa4dc5, 66f88810fb9f17a601aa4dbf"
['Kym Sims'],Too Blind To See It,2,"66f88814fb9f17a601aa8a90, 66f88814fb9f17a601aa8a99"
['Simple Minds'],New Gold Dream (81-82-83-84),2,"66f8880cfb9f17a601aa06c4, 66f8880cfb9f17a601aa06df"
['Mimir'],Mimir,2,"66f8880afb9f17a601a9eb18, 66f8880afb9f17a601a9eb1f"
['System Of A Down'],Hypnotize,2,"66f88807fb9f17a601a9b050, 66f88807fb9f17a601a9b048"
['The Tornados'],Telstar,2,"66f88803fb9f17a601a96872, 66f88815fb9f17a601aa9a69"
['The Alarm'],Strength,2,"66f88807fb9f17a601a9a817, 66f8880bfb9f17a601a9f20f"
['Patrick Cowley'],Mind Warp,2,"66f88805fb9f17a601a98b8a, 66f88814fb9f17a601aa91e1"
"[""Alexander O'Neal""]",Love Makes No Sense,2,"66f88814fb9f17a601aa8eb2, 66f88814fb9f17a601aa8eb4"
['Lime (2)'],Your Love,2,"66f88803fb9f17a601a96722, 66f88807fb9f17a601a9b233"
['Bows'],Blush,2,"66f88804fb9f17a601a979f6, 66f88804fb9f17a601a979f9"
['Rancid'],Rancid,2,"66f88808fb9f17a601a9bd69, 66f88808fb9f17a601a9bd9e"
['Indoor Life'],Indoor Life,2,"66f88805fb9f17a601a98ba1, 66f88805fb9f17a601a98ba8"
['Tag Team'],Whoomp! (There It Is),2,"66f88814fb9f17a601aa9537, 66f88814fb9f17a601aa9541"
['Junkie XL'],Today,2,"66f8880bfb9f17a601a9f1a5, 66f88816fb9f17a601aaad30"
['Terminalhead'],Mind Of Your Own,2,"66f88810fb9f17a601aa5270, 66f88810fb9f17a601aa5274"
['Artists United Against Apartheid'],Sun City,2,"66f8880bfb9f17a601a9f7b1, 66f8880bfb9f17a601a9f7c0"
['Grace Jones'],Living My Life,2,"66f88809fb9f17a601a9d3eb, 66f88809fb9f17a601a9d3e7"
['Umberto Tozzi'],Tu,2,"66f8880ffb9f17a601aa407d, 66f8880ffb9f17a601aa4080"
['Various'],Acid Trax Volume 2,2,"66f8880efb9f17a601aa2c52, 66f88812fb9f17a601aa6a16"
['Afric Simone'],Ramaya,2,"66f88812fb9f17a601aa68b3, 66f88812fb9f17a601aa68b7"
['Erick Sermon'],React,2,"66f88815fb9f17a601aaa4c6, 66f88815fb9f17a601aaa4c5"
['The Futureheads'],Decent Days And Nights,2,"66f8880ffb9f17a601aa3ae5, 66f8880ffb9f17a601aa3ae7"
['2 Be 3'],Partir Un Jour,2,"66f88814fb9f17a601aa97f9, 66f88814fb9f17a601aa97f4"
['Carpenters'],Yesterday Once More,2,"66f88812fb9f17a601aa695d, 66f88812fb9f17a601aa695f"
['They Might Be Giants'],Don't Let's Start,2,"66f88805fb9f17a601a98a78, 66f88805fb9f17a601a98a84"
['Lou Reed'],Walk On The Wild Side,2,"66f88809fb9f17a601a9d0a8, 66f88809fb9f17a601a9d0db"
['The Chi-Lites'],Bottom's Up,2,"66f88812fb9f17a601aa70cd, 66f88812fb9f17a601aa70cc"
"[""The B-52's""]",Good Stuff,2,"66f88816fb9f17a601aaa97e, 66f88816fb9f17a601aaa98e"
['Etienne Daho'],Epaule Tattoo,2,"66f8880efb9f17a601aa2fa6, 66f8880efb9f17a601aa2fa9"
['Falco'],Data De Groove,2,"66f88815fb9f17a601aaa8cd, 66f88815fb9f17a601aaa8d1"
['Living In A Box'],Living In A Box,2,"66f8880efb9f17a601aa2298, 66f8880efb9f17a601aa2294"
['The Advent'],Time Trap Technik,2,"66f88809fb9f17a601a9d615, 66f8880ffb9f17a601aa359f"
['Ice Cube'],AmeriKKKa's Most Wanted,2,"66f88814fb9f17a601aa9829, 66f88814fb9f17a601aa982c"
['The Beat (2)'],What Is Beat?,2,"66f88811fb9f17a601aa5a0e, 66f88811fb9f17a601aa5a0f"
['Various'],First Strike,2,"66f88809fb9f17a601a9d417, 66f8880efb9f17a601aa25e2"
['D-Train'],Something's On Your Mind,2,"66f88807fb9f17a601a9b4d4, 66f88807fb9f17a601a9b4ee"
['Sam Brown'],Stop!,2,"66f88815fb9f17a601aaa8e1, 66f88815fb9f17a601aaa8e3"
['Enigma'],Voyageur,2,"66f88812fb9f17a601aa6c85, 66f88812fb9f17a601aa6c86"
['Dire Straits'],Brothers In Arms,2,"66f88804fb9f17a601a98315, 66f88804fb9f17a601a98320"
['Queen'],Innuendo,2,"66f88803fb9f17a601a973f5, 66f88803fb9f17a601a97411"
['Madonna'],Like A Prayer,2,"66f88801fb9f17a601a9497a, 66f88807fb9f17a601a9ac61"
['France Gall'],Babacar,2,"66f8880ffb9f17a601aa3ca0, 66f8880ffb9f17a601aa3de8"
['MC Hammer'],Let's Get It Started,2,"66f88814fb9f17a601aa9486, 66f88814fb9f17a601aa9482"
['OutKast'],Southernplayalisticadillacmuzik,2,"66f88805fb9f17a601a98c20, 66f88815fb9f17a601aa9e29"
['Scatman John'],Scatman's World,2,"66f88805fb9f17a601a99759, 66f88805fb9f17a601a9974b"
['David Bowie'],Golden Years,2,"66f8880afb9f17a601a9e130, 66f8880afb9f17a601a9e7e1"
['My Life With The Thrill Kill Kult'],Sexplosion!,2,"66f88803fb9f17a601a96ac7, 66f88803fb9f17a601a96ad2"
['Lost Boyz'],"Love, Peace & Nappiness",2,"66f88810fb9f17a601aa4fbe, 66f88810fb9f17a601aa4fbc"
['James'],Laid,2,"66f88800fb9f17a601a93726, 66f88800fb9f17a601a93733"
['Hot Chocolate'],Man To Man,2,"66f88810fb9f17a601aa465c, 66f88810fb9f17a601aa46b6"
['Emma Bunton'],Free Me,2,"66f88815fb9f17a601aaa531, 66f88815fb9f17a601aaa532"
['Elvis Costello & The Attractions'],Armed Forces,2,"66f88808fb9f17a601a9ca37, 66f88809fb9f17a601a9cadd"
['Grace Jones'],Slave To The Rhythm,2,"66f8880cfb9f17a601a9fd47, 66f8880efb9f17a601aa272d"
['Shakatak'],Night Birds,2,"66f8880efb9f17a601aa2152, 66f8880efb9f17a601aa2155"
['The Universal Robot Band'],Dance And Shake Your Tambourine,2,"66f8880afb9f17a601a9e2e2, 66f8880cfb9f17a601aa0cec"
['Mortiis'],The Grudge,2,"66f88806fb9f17a601a99a96, 66f88806fb9f17a601a99a91"
['Jurassic 5'],Quality Control,2,"66f88803fb9f17a601a97367, 66f88803fb9f17a601a9736e"
['Bryan Ferry'],Let's Stick Together,2,"66f8880cfb9f17a601aa04eb, 66f8880cfb9f17a601aa0646"
['Zazie'],Zen,2,"66f8880ffb9f17a601aa3f56, 66f8880ffb9f17a601aa3f59"
['The Kinks'],You Really Got Me,2,"66f88815fb9f17a601aaa7cf, 66f88816fb9f17a601aaaade"
['Modern Talking'],"You're My Heart, You're My Soul",2,"66f88805fb9f17a601a985da, 66f88805fb9f17a601a985ec"
['Beth Orton'],Central Reservation,2,"66f8880ffb9f17a601aa4177, 66f8880ffb9f17a601aa417a"
['Nik Kershaw'],Radio Musicola,2,"66f88812fb9f17a601aa6ea0, 66f88812fb9f17a601aa705f"
['The Rolling Stones'],Time Is On My Side,2,"66f8880bfb9f17a601a9f5df, 66f8880bfb9f17a601a9f5dc"
['Matt Star'],Art Of M,2,"66f88810fb9f17a601aa45ae, 66f88811fb9f17a601aa5560"
['Rush'],Roll The Bones,2,"66f88801fb9f17a601a946b4, 66f8880dfb9f17a601aa1644"
