artist_names,title,count,document_ids
['Mike Francis'],Dreams Of A Lifetime,2,"66f88a3ffb9f17a601b3049c, 66f88a46fb9f17a601b373dc"
['B.G. The Prince Of Rap'],The Power Of Rhythm,2,"66f88a3afb9f17a601b2b3fc, 66f88a3afb9f17a601b2b403"
['Was (Not Was)'],Are You Okay?,2,"66f88a3cfb9f17a601b2d2ca, 66f88a3cfb9f17a601b2d0bc"
['Various'],House Party III (The Ultimate Megamix),2,"66f88a37fb9f17a601b28ae6, 66f88a41fb9f17a601b32150"
['Sandra Kim'],J'aime La Vie,2,"66f88a3efb9f17a601b2f0bf, 66f88a3efb9f17a601b2f0d0"
['Photek'],Modus Operandi,2,"66f88a3efb9f17a601b2f67a, 66f88a3efb9f17a601b2f764"
['Marc Bolan'],You Scare Me To Death,2,"66f88a43fb9f17a601b34328, 66f88a46fb9f17a601b377d1"
['Black Sabbath'],Headless Cross,2,"66f88a38fb9f17a601b28d37, 66f88a45fb9f17a601b364cc"
['Dee Dee Bridgewater'],Bad For Me,2,"66f88a36fb9f17a601b27366, 66f88a36fb9f17a601b27365"
['Debbie Jacobs'],Undercover Lover,2,"66f88a4bfb9f17a601b3cdc2, 66f88a4bfb9f17a601b3cdc0"
['Clint Eastwood And General Saint'],Stop That Train,2,"66f88a45fb9f17a601b36f4b, 66f88a45fb9f17a601b36f43"
['The Rolling Stones'],It's Only Rock 'N Roll,2,"66f88a3bfb9f17a601b2c655, 66f88a3bfb9f17a601b2c661"
['Bad Boys Blue'],House Of Silence,2,"66f88a35fb9f17a601b26558, 66f88a35fb9f17a601b2653d"
['Midge Ure'],Answers To Nothing,2,"66f88a3afb9f17a601b2bd70, 66f88a3afb9f17a601b2bd64"
"['David A. Stewart', 'Candy Dulfer']",Lily Was Here,2,"66f88a3bfb9f17a601b2c7a1, 66f88a3ffb9f17a601b30834"
['Body Count (2)'],Born Dead,2,"66f88a35fb9f17a601b266fa, 66f88a35fb9f17a601b26717"
['Nena'],Feuer Und Flamme,2,"66f88a3bfb9f17a601b2c39a, 66f88a3bfb9f17a601b2c3a2"
['Gilla'],Bend Me Shape Me,2,"66f88a3dfb9f17a601b2e598, 66f88a3dfb9f17a601b2e65c"
['The Chi-Lites'],Bottom's Up,2,"66f88a43fb9f17a601b34684, 66f88a43fb9f17a601b34685"
['Godsmack'],Awake,2,"66f88a3bfb9f17a601b2c910, 66f88a3bfb9f17a601b2c912"
['FPI Project'],Rich In Paradise,2,"66f88a37fb9f17a601b27f40, 66f88a37fb9f17a601b27f5d"
['Grand Funk Railroad'],Closer To Home,2,"66f88a45fb9f17a601b36088, 66f88a4bfb9f17a601b3c65f"
['Cher'],Believe,2,"66f88a3ffb9f17a601b303bd, 66f88a3ffb9f17a601b303c5"
['Fleetwood Mac'],Tusk,2,"66f88a38fb9f17a601b2915e, 66f88a38fb9f17a601b29202"
['DJ Preach & Marco G'],Poca Del Machine,2,"66f88a3efb9f17a601b2f652, 66f88a3efb9f17a601b2f656"
['Air Supply'],Lost In Love,2,"66f88a40fb9f17a601b31ddf, 66f88a40fb9f17a601b31dc3"
['Was (Not Was)'],Out Come The Freaks,2,"66f88a3cfb9f17a601b2d0ec, 66f88a3cfb9f17a601b2d2e7"
['Candy Dulfer'],Saxuality,2,"66f88a42fb9f17a601b33e8b, 66f88a42fb9f17a601b33e82"
['New Order'],Waiting For The Sirens' Call,2,"66f88a38fb9f17a601b29ac3, 66f88a38fb9f17a601b29ad4"
['Kristine W'],Land Of The Living,2,"66f88a40fb9f17a601b31005, 66f88a40fb9f17a601b3100d"
['Dazz Band'],Joystick,2,"66f88a4afb9f17a601b3bf09, 66f88a4afb9f17a601b3bf0c"
['Sneaker Pimps'],Bloodsport,2,"66f88a35fb9f17a601b26ba3, 66f88a35fb9f17a601b26bb9"
['The Crusaders'],Street Life,2,"66f88a3afb9f17a601b2b23d, 66f88a3afb9f17a601b2b282"
['Don McLean'],American Pie,2,"66f88a42fb9f17a601b33d82, 66f88a43fb9f17a601b34c8c"
['James Brown'],Bodyheat,2,"66f88a37fb9f17a601b27fef, 66f88a45fb9f17a601b36f12"
['Various'],Untitled,20,"66f88a4cfb9f17a601b3dced, 66f88a4dfb9f17a601b3f05f, 66f88a4ffb9f17a601b41004, 66f88a54fb9f17a601b460ee, 66f88a55fb9f17a601b46bef, 66f88a57fb9f17a601b49313, 66f88a58fb9f17a601b4961c, 66f88a58fb9f17a601b49625, 66f88a58fb9f17a601b4a0e4, 66f88a59fb9f17a601b4b6b4, 66f88a5afb9f17a601b4bc42, 66f88a5cfb9f17a601b4dbca, 66f88a5cfb9f17a601b4e110, 66f88a5cfb9f17a601b4e4e6, 66f88a5cfb9f17a601b4e78c, 66f88a5dfb9f17a601b4f88e, 66f88a5efb9f17a601b50923, 66f88a5efb9f17a601b50cc9, 66f88a5efb9f17a601b50cc7, 66f88a60fb9f17a601b5260b"
['José Augusto'],José Augusto,5,"66f88a63fb9f17a601b559a8, 66f88a63fb9f17a601b559a6, 66f88a63fb9f17a601b559a7, 66f88a63fb9f17a601b55afc, 66f88a63fb9f17a601b55cf4"
['Les Boucles Etranges'],Untitled,4,"66f88a5efb9f17a601b50c06, 66f88a5efb9f17a601b50c07, 66f88a5efb9f17a601b50c09, 66f88a5efb9f17a601b50c0c"
['Various'],Disco Mix Compilation,4,"66f88a60fb9f17a601b523e3, 66f88a60fb9f17a601b523e4, 66f88a60fb9f17a601b52520, 66f88a61fb9f17a601b53ac0"
['Jacques Brel'],Ne Me Quitte Pas,3,"66f88a50fb9f17a601b416c0, 66f88a5dfb9f17a601b4f02c, 66f88a62fb9f17a601b548ef"
['Léo Ferré'],Léo Ferré,3,"66f88a5afb9f17a601b4c36e, 66f88a5efb9f17a601b505ce, 66f88a5efb9f17a601b50b00"
['Cirkel'],Cirkel,3,"66f88a54fb9f17a601b46318, 66f88a54fb9f17a601b46319, 66f88a54fb9f17a601b4631a"
['Françoise Hardy'],Françoise Hardy,3,"66f88a52fb9f17a601b4400c, 66f88a5cfb9f17a601b4ea95, 66f88a5dfb9f17a601b4fc49"
['Johan Verminnen'],Johan Verminnen,3,"66f88a61fb9f17a601b53dfa, 66f88a61fb9f17a601b53ea2, 66f88a61fb9f17a601b53ed5"
['Fern Kinney'],Groove Me,3,"66f88a50fb9f17a601b41b78, 66f88a58fb9f17a601b4a554, 66f88a58fb9f17a601b4a558"
['downy'],無題,3,"66f88a63fb9f17a601b5598b, 66f88a63fb9f17a601b55991, 66f88a63fb9f17a601b55986"
['Candi Staton'],Young Hearts Run Free,3,"66f88a4efb9f17a601b3f5dd, 66f88a51fb9f17a601b42fe7, 66f88a60fb9f17a601b51f1d"
['Bob Marley & The Wailers'],"No Woman, No Cry",3,"66f88a56fb9f17a601b47bc5, 66f88a61fb9f17a601b53b5c, 66f88a61fb9f17a601b53b6a"
['Nightlife Unlimited'],Just Be Yourself,3,"66f88a51fb9f17a601b42bf0, 66f88a51fb9f17a601b42bf5, 66f88a51fb9f17a601b42bf3"
['George Benson'],Standing Together,2,"66f88a58fb9f17a601b4a3c0, 66f88a60fb9f17a601b520c6"
['The Four Seasons'],Big Girls Don't Cry,2,"66f88a51fb9f17a601b4310c, 66f88a57fb9f17a601b48fb2"
['War'],Peace Sign,2,"66f88a52fb9f17a601b44022, 66f88a52fb9f17a601b44021"
['London Elektricity'],Syncopated City,2,"66f88a4efb9f17a601b3f54b, 66f88a4efb9f17a601b3f547"
['Eric Gadd'],The Right Way,2,"66f88a53fb9f17a601b44cc4, 66f88a53fb9f17a601b44cc6"
['Dave 202'],Street Parade 2000 - The Official Compilation,2,"66f88a4efb9f17a601b40087, 66f88a4efb9f17a601b40086"
"[""Herman's Rocket""]",Space Woman,2,"66f88a4cfb9f17a601b3d9f9, 66f88a5efb9f17a601b506a3"
['Peppino Di Capri E I Suoi Rockers'],Peppino Di Capri E I Suoi Rockers,2,"66f88a62fb9f17a601b54b1f, 66f88a62fb9f17a601b550c0"
['Re-Flex (2)'],The Politics Of Dancing,2,"66f88a4efb9f17a601b3fcf6, 66f88a54fb9f17a601b46115"
['Various'],Baleárica,2,"66f88a5bfb9f17a601b4d879, 66f88a5dfb9f17a601b4ee07"
['Models (2)'],Out Of Mind Out Of Sight,2,"66f88a4ffb9f17a601b40e4c, 66f88a4ffb9f17a601b40e52"
['Gay Dad'],Transmission,2,"66f88a53fb9f17a601b44c6a, 66f88a53fb9f17a601b44c6b"
['Crown Heights Affair'],Dreaming A Dream,2,"66f88a52fb9f17a601b43cce, 66f88a52fb9f17a601b43cd0"
['Irakere'],Grupo Irakere,2,"66f88a54fb9f17a601b45d25, 66f88a56fb9f17a601b47ecd"
['Dorothy Moore'],Misty Blue,2,"66f88a4efb9f17a601b40310, 66f88a4efb9f17a601b4030f"
['Proper Filthy Naughty'],Fascination,2,"66f88a57fb9f17a601b49069, 66f88a57fb9f17a601b4906a"
['Nonchalant'],Until The Day,2,"66f88a4efb9f17a601b3f6e5, 66f88a4efb9f17a601b3f6e4"
['Enrique Iglesias'],Escape,2,"66f88a4cfb9f17a601b3e0b1, 66f88a4cfb9f17a601b3e0b0"
['Léo Ferré'],La Solitude,2,"66f88a58fb9f17a601b4a15a, 66f88a5afb9f17a601b4c47a"
['Beautiful World'],In Existence,2,"66f88a5afb9f17a601b4baba, 66f88a5afb9f17a601b4babc"
['Rory Gallagher'],Rory Gallagher,2,"66f88a51fb9f17a601b42cc7, 66f88a51fb9f17a601b42cc5"
['John Lee Hooker'],Boom Boom,2,"66f88a57fb9f17a601b48c6d, 66f88a57fb9f17a601b48c82"
['The Manhattan Transfer'],Live,2,"66f88a55fb9f17a601b46ddb, 66f88a58fb9f17a601b4a07f"
['Cliff Richard'],Some People,2,"66f88a50fb9f17a601b414e9, 66f88a63fb9f17a601b55f28"
['Mahalia Jackson'],Mahalia Jackson,2,"66f88a63fb9f17a601b55937, 66f88a63fb9f17a601b55f38"
['Herb Alpert'],Beyond,2,"66f88a4cfb9f17a601b3e296, 66f88a4efb9f17a601b3f5e1"
['Sly & The Family Stone'],Dance To The Music,2,"66f88a53fb9f17a601b44c82, 66f88a57fb9f17a601b48845"
['Small Faces'],Lazy Sunday,2,"66f88a5afb9f17a601b4b880, 66f88a5ffb9f17a601b517fe"
['The Animalhouse'],Ready To Receive,2,"66f88a50fb9f17a601b41d2d, 66f88a50fb9f17a601b41d2f"
['Frank Sinatra'],The World We Knew,2,"66f88a4ffb9f17a601b40705, 66f88a56fb9f17a601b47888"
['Umberto Tozzi'],Hurrah!,2,"66f88a56fb9f17a601b48345, 66f88a5dfb9f17a601b4f3c8"
['Long Range'],Madness And Me,2,"66f88a4efb9f17a601b3f42f, 66f88a4efb9f17a601b3f430"
['Gary Criss'],Rio De Janeiro,2,"66f88a51fb9f17a601b423ee, 66f88a55fb9f17a601b46586"
['Various'],The Sound Of Cooltempo,2,"66f88a4ffb9f17a601b40c44, 66f88a54fb9f17a601b4640b"
['The Glass Family'],Crazy,2,"66f88a5bfb9f17a601b4d71b, 66f88a5bfb9f17a601b4d71d"
['Bell Biv Devoe'],Poison,2,"66f88a52fb9f17a601b4373b, 66f88a52fb9f17a601b4373a"
['The Vines'],Winning Days,2,"66f88a4cfb9f17a601b3e117, 66f88a4cfb9f17a601b3e118"
['MOTOR (2)'],Unhuman,2,"66f88a4cfb9f17a601b3dd24, 66f88a4cfb9f17a601b3dd25"
['T.G. Sheppard'],Smooth Sailin',2,"66f88a57fb9f17a601b490a3, 66f88a62fb9f17a601b54341"
['Waterlillies'],Tempted,2,"66f88a4efb9f17a601b3fb7d, 66f88a4efb9f17a601b3fb7e"
['Toni L.'],Der Pate,2,"66f88a5bfb9f17a601b4d01d, 66f88a5dfb9f17a601b4f86f"
['Montell Jordan'],This Is How We Do It,2,"66f88a51fb9f17a601b4262d, 66f88a51fb9f17a601b4262b"
['The Salsoul Orchestra'],Nice 'N' Naasty,2,"66f88a51fb9f17a601b423ac, 66f88a59fb9f17a601b4a993"
['Ta Mara & The Seen'],Blueberry Gossip,2,"66f88a58fb9f17a601b49aad, 66f88a58fb9f17a601b49ab3"
['Snowboy & The Latin Section'],Something's Coming,2,"66f88a4ffb9f17a601b40e5a, 66f88a51fb9f17a601b43249"
['The Kinks'],Lola,2,"66f88a4ffb9f17a601b406f2, 66f88a60fb9f17a601b5243c"
['Ricchi E Poveri'],Mamma Maria,2,"66f88a53fb9f17a601b44267, 66f88a53fb9f17a601b44264"
['Chocolate Milk (2)'],Action Speaks Louder Than Words,2,"66f88a4dfb9f17a601b3f245, 66f88a4ffb9f17a601b4071a"
['Milton Nascimento'],Milton,2,"66f88a4efb9f17a601b3f483, 66f88a59fb9f17a601b4b287"
"[""D'Bora""]",E.S.P.,2,"66f88a4ffb9f17a601b40f6c, 66f88a5efb9f17a601b501e1"
['The Afros'],Kickin' Afrolistics,2,"66f88a58fb9f17a601b497bf, 66f88a59fb9f17a601b4b04e"
['Barrington Levy'],Here I Come,2,"66f88a51fb9f17a601b427fe, 66f88a58fb9f17a601b49bc1"
['Sylvie Vartan'],アイドルを探せ = La Plus Belle Pour Aller Danser,2,"66f88a62fb9f17a601b54208, 66f88a62fb9f17a601b543f3"
['T.I.'],I'm Serious,2,"66f88a55fb9f17a601b46d06, 66f88a59fb9f17a601b4b28b"
['Freddie James'],Get Up And Boogie,2,"66f88a50fb9f17a601b4149a, 66f88a50fb9f17a601b4149c"
['Kubichek!'],Nightjoy,2,"66f88a53fb9f17a601b45136, 66f88a53fb9f17a601b45134"
['Trance Dance'],Dancing In The Shadows,2,"66f88a4cfb9f17a601b3db51, 66f88a4cfb9f17a601b3db52"
['Blues Pills'],Lady In Gold,2,"66f88a5ffb9f17a601b50ed8, 66f88a60fb9f17a601b5295f"
['Half Pint (3)'],Greetings,2,"66f88a5cfb9f17a601b4dee3, 66f88a5dfb9f17a601b4f314"
['The System'],Don't Disturb This Groove,2,"66f88a4dfb9f17a601b3e830, 66f88a4dfb9f17a601b3e83e"
['Taka Boom'],Middle Of The Night,2,"66f88a4cfb9f17a601b3dd39, 66f88a52fb9f17a601b4327e"
['Kenny G (2)'],Silhouette,2,"66f88a57fb9f17a601b484f3, 66f88a57fb9f17a601b484f4"
['Dana Bryant'],Wishing From The Top,2,"66f88a50fb9f17a601b41ac9, 66f88a50fb9f17a601b41acb"
['Hanson & Davis'],Can't Stop,2,"66f88a4dfb9f17a601b3f27d, 66f88a4dfb9f17a601b3f280"
['Vanessa Williams'],The Right Stuff,2,"66f88a4efb9f17a601b40264, 66f88a4efb9f17a601b4026a"
['Nat King Cole'],Ramblin' Rose,2,"66f88a51fb9f17a601b42b83, 66f88a51fb9f17a601b42b84"
['Lucas Lucco'],Nem Te Conto,2,"66f88a5ffb9f17a601b50e26, 66f88a5ffb9f17a601b50e2a"
['INXS'],Need You Tonight,2,"66f88a5cfb9f17a601b4e762, 66f88a5cfb9f17a601b4e765"
['Grey And Hanks'],You Fooled Me,2,"66f88a5efb9f17a601b50542, 66f88a5efb9f17a601b50543"
['Rouen'],Young For A Day,2,"66f88a59fb9f17a601b4b705, 66f88a59fb9f17a601b4b6e5"
['Gianna Nannini'],Scandalo,2,"66f88a59fb9f17a601b4ad8f, 66f88a59fb9f17a601b4ad90"
['Broken Records'],Until The Earth Begins To Part,2,"66f88a5bfb9f17a601b4d327, 66f88a5bfb9f17a601b4d328"
['Shania Twain'],Up!,2,"66f88a4dfb9f17a601b3f218, 66f88a4dfb9f17a601b3f21a"
['Opus'],Live Is Life,2,"66f88a4efb9f17a601b3f70a, 66f88a53fb9f17a601b44617"
['Various'],Yabba-Dabba-Dance! 2,2,"66f88a4dfb9f17a601b3e6ee, 66f88a5cfb9f17a601b4e5de"
['David Hasselhoff'],Looking For Freedom,2,"66f88a50fb9f17a601b415e8, 66f88a53fb9f17a601b44827"
['Lonnie Smith'],Move Your Hand,2,"66f88a56fb9f17a601b47160, 66f88a5dfb9f17a601b4fd4d"
['Baciotti'],Black Jack,2,"66f88a57fb9f17a601b487ac, 66f88a5bfb9f17a601b4cadc"
['Johnny Cash And The Tennessee Three'],One Piece At A Time,2,"66f88a53fb9f17a601b44753, 66f88a5efb9f17a601b4ff41"
['Black Blood (2)'],Amanda,2,"66f88a52fb9f17a601b436ca, 66f88a52fb9f17a601b436cb"
['Jeanette Biedermann'],Undress To The Beat,2,"66f88a4dfb9f17a601b3e4cc, 66f88a5dfb9f17a601b4ef7a"
['Matt Bianco'],Wap Bam Boogie,2,"66f88a52fb9f17a601b43d36, 66f88a52fb9f17a601b43d3c"
['Animotion'],Animotion,2,"66f88a50fb9f17a601b413ab, 66f88a50fb9f17a601b413ac"
['J.A.L.N. Band'],Life Is A Fight,2,"66f88a5cfb9f17a601b4e639, 66f88a5cfb9f17a601b4e635"
['Bee Gees'],Holiday,2,"66f88a5afb9f17a601b4c4e5, 66f88a5dfb9f17a601b4f0a1"
['Third World'],The Story's Been Told,2,"66f88a4ffb9f17a601b40b23, 66f88a5cfb9f17a601b4dd84"
['Usher'],My Way,2,"66f88a4efb9f17a601b40280, 66f88a4efb9f17a601b40283"
['Bow Wow Wow'],I Want Candy,2,"66f88a4efb9f17a601b3f5ca, 66f88a4ffb9f17a601b405ee"
['The Music'],Strength In Numbers,2,"66f88a5afb9f17a601b4be40, 66f88a5afb9f17a601b4be3f"
['Blak Twang'],Kik Off,2,"66f88a4ffb9f17a601b4086c, 66f88a4ffb9f17a601b4086d"
['Ijahman & Madge'],I Do,2,"66f88a5cfb9f17a601b4defa, 66f88a60fb9f17a601b52b83"
['Fux'],Überdosis Glück,2,"66f88a54fb9f17a601b45704, 66f88a54fb9f17a601b45703"
['James Brown'],The Best Of James Brown,2,"66f88a5afb9f17a601b4c466, 66f88a5afb9f17a601b4c46f"
['Otis Day & The Knights'],Shout,2,"66f88a57fb9f17a601b48c02, 66f88a61fb9f17a601b53a30"
"[""D'Influence""]",Good 4 We,2,"66f88a53fb9f17a601b44c3b, 66f88a53fb9f17a601b44c2b"
['William DeVaughn'],Be Thankful For What You Got,2,"66f88a54fb9f17a601b45f29, 66f88a54fb9f17a601b45f28"
['Marvin Gaye'],The Best Of Marvin Gaye,2,"66f88a55fb9f17a601b46fe8, 66f88a56fb9f17a601b48320"
['Jon Astley'],Jane's Getting Serious,2,"66f88a59fb9f17a601b4b13d, 66f88a61fb9f17a601b5333f"
['Sandy Nelson'],Let There Be Drums,2,"66f88a50fb9f17a601b41c5e, 66f88a50fb9f17a601b41c60"
['Chuck Berry'],St. Louis To Liverpool,2,"66f88a4efb9f17a601b3fc7f, 66f88a62fb9f17a601b549c2"
['Planet P Project'],Planet P Project,2,"66f88a53fb9f17a601b4533b, 66f88a59fb9f17a601b4af50"
['Animotion'],Strange Behavior,2,"66f88a4efb9f17a601b3ff00, 66f88a50fb9f17a601b413b6"
['Gwen Guthrie'],Good To Go Lover,2,"66f88a52fb9f17a601b43c46, 66f88a52fb9f17a601b43c4e"
['The Fray'],How To Save A Life,2,"66f88a53fb9f17a601b44a26, 66f88a53fb9f17a601b44a28"
['Noreaga'],N.O.R.E.,2,"66f88a56fb9f17a601b479d9, 66f88a56fb9f17a601b479d8"
['Avec Sans'],Heartbreak Hi,2,"66f88a5ffb9f17a601b510d7, 66f88a63fb9f17a601b55ce8"
['JLM'],Come Into My Life,2,"66f88a50fb9f17a601b41718, 66f88a50fb9f17a601b41719"
['Papa Roach'],Getting Away With Murder,2,"66f88a4ffb9f17a601b40bfb, 66f88a4ffb9f17a601b40bfa"
"['Madonna', 'Otto Von Wernherr']",Wild Dancing,2,"66f88a52fb9f17a601b43b73, 66f88a5dfb9f17a601b4f333"
['Jean-Marc F'],Untitled,2,"66f88a59fb9f17a601b4b5a8, 66f88a59fb9f17a601b4b5a7"
['Dolly Parton'],Greatest Hits,2,"66f88a59fb9f17a601b4b4ab, 66f88a59fb9f17a601b4b4b7"
['Luther Vandross'],Any Love,2,"66f88a53fb9f17a601b449d2, 66f88a53fb9f17a601b449d3"
['The Hues Corporation'],Rockin' Soul,2,"66f88a5bfb9f17a601b4d094, 66f88a5bfb9f17a601b4d077"
['Kool & The Gang'],Greatest Hits,2,"66f88a54fb9f17a601b456eb, 66f88a5cfb9f17a601b4e753"
['Damian Marley'],Welcome To Jamrock,2,"66f88a50fb9f17a601b41be6, 66f88a50fb9f17a601b41bec"
['Gino Vannelli'],Black Cars,2,"66f88a51fb9f17a601b431a4, 66f88a52fb9f17a601b43cf8"
['Joe South'],Games People Play,2,"66f88a4dfb9f17a601b3e8a9, 66f88a5efb9f17a601b50a4c"
['Starpoint'],Restless,2,"66f88a51fb9f17a601b428c9, 66f88a51fb9f17a601b428cc"
['Jimmy Somerville'],Read My Lips,2,"66f88a52fb9f17a601b43bae, 66f88a52fb9f17a601b43baf"
['Catorce De Septiembre'],Deseos Prohibidos,2,"66f88a5ffb9f17a601b516ef, 66f88a60fb9f17a601b521c6"
['Isley Jasper Isley'],Caravan Of Love,2,"66f88a5bfb9f17a601b4cd3c, 66f88a5dfb9f17a601b4f899"
['Trini Lopez'],Trini Lopez At PJ's,2,"66f88a54fb9f17a601b45f18, 66f88a61fb9f17a601b535e6"
['Shakira'],She Wolf,2,"66f88a5cfb9f17a601b4e626, 66f88a5cfb9f17a601b4ed2f"
['Herb Alpert'],Keep Your Eye On Me,2,"66f88a4ffb9f17a601b40a72, 66f88a4ffb9f17a601b40a71"
['David Gates'],Goodbye Girl,2,"66f88a56fb9f17a601b4763b, 66f88a5cfb9f17a601b4e28d"
['Revelation (2)'],Revelation,2,"66f88a57fb9f17a601b48cbb, 66f88a5afb9f17a601b4c51b"
['Silje Nergaard'],Tell Me Where You're Going,2,"66f88a5afb9f17a601b4b8c9, 66f88a5afb9f17a601b4b8ca"
['Con Funk Shun'],Burnin' Love,2,"66f88a52fb9f17a601b43cc2, 66f88a5dfb9f17a601b4eff7"
['Karthago (2)'],Requiem,2,"66f88a5dfb9f17a601b4f35d, 66f88a5dfb9f17a601b4f35e"
['Ray Charles'],Crying Time,2,"66f88a54fb9f17a601b46071, 66f88a5afb9f17a601b4c326"
['Tina Charles'],Dance Little Lady,2,"66f88a5afb9f17a601b4bdfc, 66f88a5afb9f17a601b4bdfd"
['Гражданская Оборона'],Война,2,"66f88a4efb9f17a601b3f9bf, 66f88a5cfb9f17a601b4dc52"
['DJ Kool'],Let Me Clear My Throat,2,"66f88a4efb9f17a601b3f811, 66f88a4efb9f17a601b3f80f"
['Los Machucambos'],Pepito,2,"66f88a4cfb9f17a601b3df48, 66f88a4cfb9f17a601b3df42"
['Love/Hate'],Wasted In America,2,"66f88a59fb9f17a601b4af92, 66f88a59fb9f17a601b4af91"
['Ace Of Base'],Happy Nation,2,"66f88a4dfb9f17a601b3e767, 66f88a4dfb9f17a601b3e762"
['John Selway'],Edge Of Now,2,"66f88a55fb9f17a601b46ee0, 66f88a57fb9f17a601b487cb"
['Beverley Craven'],Love Scenes,2,"66f88a56fb9f17a601b474a3, 66f88a5afb9f17a601b4c499"
['Chuck Stanley'],The Finer Things In Life,2,"66f88a57fb9f17a601b490a8, 66f88a57fb9f17a601b490a9"
['Bobby Thurston'],You Got What It Takes,2,"66f88a4efb9f17a601b3fb8e, 66f88a52fb9f17a601b43c3d"
['Nat King Cole'],To Whom It May Concern,2,"66f88a51fb9f17a601b42c03, 66f88a62fb9f17a601b5443b"
['Greyhound (4)'],Black And White,2,"66f88a4ffb9f17a601b41058, 66f88a4ffb9f17a601b41057"
['Michael Henderson'],Wide Receiver,2,"66f88a52fb9f17a601b43696, 66f88a57fb9f17a601b48d9a"
['Harry Nilsson'],Without You,2,"66f88a58fb9f17a601b49c61, 66f88a5afb9f17a601b4c02b"
['Jessica Jay'],Broken Hearted Woman,2,"66f88a59fb9f17a601b4ad71, 66f88a59fb9f17a601b4ad70"
['Pleasure (4)'],Future Now,2,"66f88a4ffb9f17a601b40b62, 66f88a4ffb9f17a601b40b63"
['John Handy'],Hard Work,2,"66f88a55fb9f17a601b470d9, 66f88a55fb9f17a601b470db"
['Lakeside'],Fantastic Voyage,2,"66f88a4ffb9f17a601b40a47, 66f88a4ffb9f17a601b40a49"
['Various'],Μόνο Επιτυχίες,2,"66f88a5ffb9f17a601b50f35, 66f88a5ffb9f17a601b50f02"
['Syreeta'],Syreeta,2,"66f88a51fb9f17a601b42fda, 66f88a5afb9f17a601b4c09f"
['Dennis Brown'],Money In My Pocket,2,"66f88a52fb9f17a601b43e4c, 66f88a57fb9f17a601b48e4b"
['Nicole (2)'],Ein Bißchen Frieden,2,"66f88a4cfb9f17a601b3e169, 66f88a4cfb9f17a601b3e16b"
['New York City'],I'm Doin' Fine Now,2,"66f88a51fb9f17a601b431fc, 66f88a5cfb9f17a601b4ec69"
['Sarah McLachlan'],Mirrorball,2,"66f88a50fb9f17a601b4152b, 66f88a50fb9f17a601b41534"
['Louise'],Let's Go Round Again,2,"66f88a4dfb9f17a601b3f1e6, 66f88a4dfb9f17a601b3f1e8"
['Looper'],The Snare,2,"66f88a58fb9f17a601b49ced, 66f88a58fb9f17a601b49cee"
['Jermaine Stewart'],Frantic Romantic,2,"66f88a4dfb9f17a601b3ed94, 66f88a4dfb9f17a601b3ed95"
['Louis Armstrong'],"Hello, Dolly!",2,"66f88a53fb9f17a601b447e0, 66f88a53fb9f17a601b447e2"
['Luther Vandross'],Never Too Much,2,"66f88a4dfb9f17a601b3ea3f, 66f88a53fb9f17a601b44946"
['The Deele'],Material Thangz,2,"66f88a56fb9f17a601b47269, 66f88a56fb9f17a601b4726a"
['Loleatta Holloway'],Cry To Me,2,"66f88a5dfb9f17a601b4f1a7, 66f88a5dfb9f17a601b4fa73"
['Various'],The Best Of Blue Note,2,"66f88a57fb9f17a601b492c5, 66f88a5cfb9f17a601b4da71"
['Lisette Melendez'],Together Forever,2,"66f88a5dfb9f17a601b4fa29, 66f88a5dfb9f17a601b4fa2a"
['Bobby Brown'],Two Can Play That Game,2,"66f88a51fb9f17a601b42901, 66f88a51fb9f17a601b42900"
['Joeski Love'],Joe Cool,2,"66f88a58fb9f17a601b49838, 66f88a58fb9f17a601b4983a"
['Melba Moore'],Melba,2,"66f88a4dfb9f17a601b3e98b, 66f88a4dfb9f17a601b3e98e"
['The Fatback Band'],Night Fever,2,"66f88a4cfb9f17a601b3e26b, 66f88a56fb9f17a601b47788"
['Clarence Carter'],Patches,2,"66f88a5dfb9f17a601b4f288, 66f88a5dfb9f17a601b4f289"
['Joy Salinas'],Bip Bip,2,"66f88a51fb9f17a601b42957, 66f88a51fb9f17a601b42954"
['Detroit Emeralds'],Feel The Need,2,"66f88a51fb9f17a601b42f0a, 66f88a51fb9f17a601b42f0b"
['Will Downing'],Come Together As One,2,"66f88a4dfb9f17a601b3ee30, 66f88a52fb9f17a601b433dc"
['Jacques Brel'],Brel,2,"66f88a50fb9f17a601b4168e, 66f88a62fb9f17a601b540bf"
['Гражданская Оборона'],Всё Идёт По Плану,2,"66f88a4efb9f17a601b3f993, 66f88a5bfb9f17a601b4d6dd"
['LV'],I Am L.V.,2,"66f88a51fb9f17a601b4263d, 66f88a51fb9f17a601b4263e"
"['Scott Brown', 'Annihilator']",Realm Of Darkness,2,"66f88a59fb9f17a601b4ac51, 66f88a59fb9f17a601b4af23"
"[""L'Trimm""]",Drop That Bottom,2,"66f88a4dfb9f17a601b3efb1, 66f88a4dfb9f17a601b3efb2"
['Steve Salsi'],Sauces E.P.,2,"66f88a4ffb9f17a601b4122e, 66f88a4ffb9f17a601b4122f"
['Chuck Brown & The Soul Searchers'],Bustin' Loose,2,"66f88a59fb9f17a601b4a884, 66f88a59fb9f17a601b4a885"
['Jesse West'],No Prisoners,2,"66f88a58fb9f17a601b4a750, 66f88a58fb9f17a601b4a751"
